Country,City,LaundryID,TenantID,Service,Item,StartDate,EndDate,DeliveryDate,Fee,Water_Litres,Electricity_kWh,IsHoliday,DayOfWeek,IsWeekend
Pakistan,Lahore,L3,T70,Press,Curtain,2025-04-13,2025-04-15,2025-04-17,82.65,,1.54,0,6,1
Pakistan,Karachi,L10,T64,Dry-clean,Uniform,2025-04-13,2025-04-15,2025-04-17,23.93,263.0,1.18,0,6,1
Pakistan,Islamabad,L8,T21,Wash,Curtain,2025-04-13,2025-04-14,2025-04-15,36.61,174.0,2.74,0,6,1
Pakistan,Karachi,L5,T55,Press,Curtain,2025-04-13,2025-04-14,2025-04-15,42.23,,2.77,0,6,1
USA,Los Angeles,L4,T8,Press,Curtain,2025-04-13,2025-04-14,2025-04-16,44.58,,2.05,0,6,1
Pakistan,Karachi,L9,T83,Press,Curtain,2025-04-13,2025-04-16,2025-04-17,29.49,,2.95,0,6,1
UK,London,L9,T3,Press,Curtain,2025-04-13,2025-04-15,2025-04-16,85.65,,3.01,0,6,1
UK,Birmingham,L8,T86,Wash,Bedsheet,2025-04-13,2025-04-14,2025-04-15,39.91,297.0,4.01,0,6,1
Pakistan,Islamabad,L7,T19,Press,Towel,2025-04-13,2025-04-16,2025-04-18,99.73,,2.79,0,6,1
UK,Manchester,L3,T2,Dry-clean,Curtain,2025-04-13,2025-04-16,2025-04-17,22.94,117.0,4.44,0,6,1
Pakistan,Lahore,L6,T27,Press,Curtain,2025-04-13,2025-04-15,2025-04-17,72.25,,2.43,0,6,1
USA,New York,L9,T56,Press,Curtain,2025-04-14,2025-04-17,2025-04-18,46.58,,3.69,0,0,0
USA,Los Angeles,L9,T67,Rent-Laundry,Tablecloth,2025-04-14,2025-04-17,2025-04-18,25.87,,,0,0,0
Pakistan,Karachi,L6,T100,Wash,Bedsheet,2025-04-14,2025-04-16,2025-04-17,71.86,254.0,4.09,0,0,0
UK,London,L10,T54,Press,Uniform,2025-04-14,2025-04-17,2025-04-19,48.62,,2.03,0,0,0
USA,Los Angeles,L4,T88,Press,Uniform,2025-04-14,2025-04-16,2025-04-18,15.2,,2.89,0,0,0
Pakistan,Karachi,L8,T91,Wash,Uniform,2025-04-14,2025-04-15,2025-04-17,86.55,250.0,3.82,0,0,0
USA,New York,L9,T34,Wash,Towel,2025-04-14,2025-04-16,2025-04-17,87.43,291.0,4.35,0,0,0
UK,Birmingham,L4,T24,Wash,Towel,2025-04-14,2025-04-15,2025-04-16,53.39,127.0,4.05,0,0,0
UK,Manchester,L8,T55,Press,Curtain,2025-04-14,2025-04-15,2025-04-17,24.79,,4.12,0,0,0
USA,Chicago,L9,T48,Wash,Uniform,2025-04-14,2025-04-17,2025-04-19,61.94,159.0,1.13,0,0,0
USA,New York,L7,T75,Wash,Tablecloth,2025-04-14,2025-04-15,2025-04-16,12.66,146.0,3.99,0,0,0
Pakistan,Islamabad,L1,T13,Rent-Laundry,Uniform,2025-04-14,2025-04-15,2025-04-17,34.18,,,0,0,0
USA,New York,L7,T70,Wash,Bedsheet,2025-04-14,2025-04-16,2025-04-18,89.52,294.0,1.08,0,0,0
USA,New York,L7,T25,Dry-clean,Bedsheet,2025-04-14,2025-04-16,2025-04-17,94.72,174.0,3.33,0,0,0
USA,New York,L7,T59,Wash,Uniform,2025-04-14,2025-04-16,2025-04-17,86.75,212.0,1.64,0,0,0
UK,Manchester,L7,T31,Rent-Laundry,Bedsheet,2025-04-14,2025-04-17,2025-04-18,96.21,,,0,0,0
USA,Chicago,L7,T97,Rent-Laundry,Uniform,2025-04-14,2025-04-15,2025-04-16,89.29,,,0,0,0
Pakistan,Islamabad,L10,T71,Wash,Tablecloth,2025-04-14,2025-04-15,2025-04-16,21.45,279.0,1.63,0,0,0
UK,London,L9,T12,Wash,Tablecloth,2025-04-14,2025-04-15,2025-04-17,30.0,266.0,1.19,0,0,0
Pakistan,Karachi,L1,T17,Press,Curtain,2025-04-14,2025-04-16,2025-04-18,68.13,,4.3,0,0,0
UK,London,L9,T83,Wash,Towel,2025-04-15,2025-04-18,2025-04-20,33.83,291.0,3.51,0,1,0
UK,London,L8,T93,Wash,Tablecloth,2025-04-15,2025-04-17,2025-04-19,83.45,207.0,3.99,0,1,0
UK,Manchester,L1,T22,Wash,Bedsheet,2025-04-15,2025-04-18,2025-04-19,60.85,143.0,3.38,0,1,0
USA,New York,L2,T48,Press,Uniform,2025-04-15,2025-04-16,2025-04-17,35.15,,3.17,0,1,0
USA,Chicago,L4,T23,Press,Uniform,2025-04-15,2025-04-16,2025-04-17,28.57,,1.03,0,1,0
USA,New York,L6,T9,Wash,Uniform,2025-04-15,2025-04-18,2025-04-20,40.96,115.0,1.45,0,1,0
Pakistan,Lahore,L6,T37,Wash,Bedsheet,2025-04-15,2025-04-16,2025-04-18,62.28,241.0,4.23,0,1,0
UK,Birmingham,L4,T80,Wash,Towel,2025-04-15,2025-04-16,2025-04-17,36.51,163.0,2.58,0,1,0
USA,Chicago,L7,T17,Wash,Tablecloth,2025-04-15,2025-04-16,2025-04-18,60.79,289.0,3.15,0,1,0
Pakistan,Lahore,L2,T17,Press,Uniform,2025-04-15,2025-04-17,2025-04-18,24.55,,3.32,0,1,0
UK,Manchester,L10,T51,Wash,Tablecloth,2025-04-15,2025-04-18,2025-04-19,95.62,130.0,1.57,0,1,0
UK,Manchester,L4,T10,Dry-clean,Uniform,2025-04-15,2025-04-18,2025-04-20,35.01,116.0,4.63,0,1,0
UK,London,L10,T100,Press,Bedsheet,2025-04-15,2025-04-18,2025-04-19,91.15,,2.37,0,1,0
USA,Chicago,L3,T24,Wash,Bedsheet,2025-04-15,2025-04-18,2025-04-19,18.99,195.0,1.93,0,1,0
UK,London,L7,T36,Dry-clean,Towel,2025-04-15,2025-04-18,2025-04-20,32.67,126.0,4.59,0,1,0
USA,Chicago,L1,T80,Dry-clean,Curtain,2025-04-15,2025-04-16,2025-04-17,10.41,251.0,1.63,0,1,0
Pakistan,Islamabad,L5,T41,Press,Uniform,2025-04-15,2025-04-16,2025-04-17,24.96,,1.42,0,1,0
UK,Birmingham,L4,T43,Wash,Uniform,2025-04-15,2025-04-16,2025-04-18,28.89,297.0,1.56,0,1,0
Pakistan,Islamabad,L2,T39,Wash,Bedsheet,2025-04-15,2025-04-18,2025-04-20,53.66,251.0,2.84,0,1,0
USA,Los Angeles,L8,T78,Rent-Laundry,Uniform,2025-04-15,2025-04-18,2025-04-20,87.4,,,0,1,0
USA,New York,L9,T70,Wash,Uniform,2025-04-15,2025-04-18,2025-04-20,73.04,238.0,4.16,0,1,0
Pakistan,Lahore,L1,T39,Press,Curtain,2025-04-16,2025-04-18,2025-04-19,48.83,,3.54,0,2,0
Pakistan,Lahore,L4,T31,Press,Tablecloth,2025-04-16,2025-04-19,2025-04-21,41.89,,2.43,0,2,0
Pakistan,Lahore,L3,T44,Dry-clean,Tablecloth,2025-04-16,2025-04-19,2025-04-21,96.4,170.0,1.23,0,2,0
Pakistan,Karachi,L9,T46,Press,Tablecloth,2025-04-16,2025-04-17,2025-04-18,97.54,,2.28,0,2,0
UK,Birmingham,L8,T18,Dry-clean,Towel,2025-04-16,2025-04-17,2025-04-19,45.81,132.0,3.63,0,2,0
USA,Los Angeles,L5,T28,Press,Uniform,2025-04-16,2025-04-19,2025-04-21,17.21,,3.34,0,2,0
USA,Chicago,L3,T23,Wash,Uniform,2025-04-16,2025-04-17,2025-04-18,58.0,190.0,3.92,0,2,0
Pakistan,Islamabad,L7,T22,Press,Uniform,2025-04-16,2025-04-18,2025-04-19,59.72,,1.75,0,2,0
UK,London,L1,T12,Press,Towel,2025-04-16,2025-04-17,2025-04-18,92.99,,1.35,0,2,0
Pakistan,Islamabad,L3,T77,Wash,Bedsheet,2025-04-16,2025-04-19,2025-04-21,45.5,277.0,2.77,0,2,0
USA,Los Angeles,L7,T1,Wash,Uniform,2025-04-16,2025-04-17,2025-04-19,48.73,147.0,1.27,0,2,0
UK,Birmingham,L1,T3,Press,Tablecloth,2025-04-16,2025-04-17,2025-04-18,76.36,,1.34,0,2,0
USA,New York,L6,T98,Wash,Tablecloth,2025-04-16,2025-04-17,2025-04-18,24.43,218.0,1.37,0,2,0
Pakistan,Lahore,L7,T1,Press,Curtain,2025-04-16,2025-04-17,2025-04-18,51.53,,3.64,0,2,0
UK,Manchester,L5,T52,Wash,Curtain,2025-04-16,2025-04-17,2025-04-19,97.81,133.0,2.56,0,2,0
USA,Chicago,L9,T92,Rent-Laundry,Bedsheet,2025-04-16,2025-04-17,2025-04-19,30.54,,,0,2,0
USA,New York,L5,T55,Wash,Curtain,2025-04-16,2025-04-19,2025-04-20,87.17,272.0,1.45,0,2,0
USA,Los Angeles,L2,T2,Press,Tablecloth,2025-04-16,2025-04-18,2025-04-20,74.13,,4.86,0,2,0
UK,London,L4,T92,Wash,Uniform,2025-04-16,2025-04-18,2025-04-20,20.47,291.0,1.79,0,2,0
USA,Los Angeles,L8,T85,Press,Tablecloth,2025-04-16,2025-04-18,2025-04-20,95.59,,4.58,0,2,0
USA,Los Angeles,L4,T33,Press,Towel,2025-04-16,2025-04-19,2025-04-20,83.69,,4.52,0,2,0
USA,Los Angeles,L6,T44,Wash,Tablecloth,2025-04-17,2025-04-19,2025-04-20,99.82,226.0,3.48,0,3,0
Pakistan,Lahore,L3,T39,Press,Bedsheet,2025-04-17,2025-04-18,2025-04-20,60.43,,2.78,0,3,0
UK,Manchester,L2,T99,Dry-clean,Towel,2025-04-17,2025-04-19,2025-04-21,48.56,185.0,4.18,0,3,0
Pakistan,Karachi,L10,T33,Dry-clean,Bedsheet,2025-04-17,2025-04-18,2025-04-20,88.67,297.0,3.14,0,3,0
Pakistan,Lahore,L7,T98,Wash,Tablecloth,2025-04-17,2025-04-20,2025-04-21,35.28,219.0,1.69,0,3,0
Pakistan,Karachi,L5,T9,Press,Bedsheet,2025-04-17,2025-04-20,2025-04-22,30.44,,4.5,0,3,0
Pakistan,Karachi,L8,T95,Rent-Laundry,Towel,2025-04-17,2025-04-18,2025-04-20,75.35,,,0,3,0
USA,Los Angeles,L10,T78,Wash,Bedsheet,2025-04-17,2025-04-20,2025-04-21,52.93,119.0,2.05,0,3,0
UK,London,L5,T63,Press,Curtain,2025-04-17,2025-04-20,2025-04-21,36.42,,2.82,0,3,0
Pakistan,Karachi,L5,T28,Dry-clean,Curtain,2025-04-17,2025-04-20,2025-04-22,17.41,292.0,2.81,0,3,0
Pakistan,Karachi,L7,T33,Press,Curtain,2025-04-17,2025-04-18,2025-04-20,77.95,,2.62,0,3,0
USA,Los Angeles,L5,T89,Wash,Uniform,2025-04-17,2025-04-20,2025-04-21,94.45,138.0,2.81,0,3,0
Pakistan,Lahore,L10,T15,Wash,Tablecloth,2025-04-17,2025-04-19,2025-04-21,13.69,216.0,3.6,0,3,0
Pakistan,Karachi,L1,T38,Rent-Laundry,Uniform,2025-04-17,2025-04-19,2025-04-21,12.99,,,0,3,0
USA,New York,L4,T57,Wash,Curtain,2025-04-17,2025-04-20,2025-04-21,29.01,201.0,2.93,0,3,0
UK,Birmingham,L4,T3,Press,Curtain,2025-04-17,2025-04-20,2025-04-21,59.32,,1.54,0,3,0
Pakistan,Lahore,L7,T53,Press,Curtain,2025-04-17,2025-04-20,2025-04-22,79.85,,3.46,0,3,0
Pakistan,Karachi,L9,T83,Dry-clean,Uniform,2025-04-17,2025-04-18,2025-04-20,70.86,111.0,2.55,0,3,0
USA,Chicago,L7,T27,Wash,Towel,2025-04-17,2025-04-20,2025-04-22,98.87,106.0,3.97,0,3,0
UK,Birmingham,L6,T3,Press,Uniform,2025-04-17,2025-04-20,2025-04-21,22.51,,1.47,0,3,0
UK,London,L5,T83,Press,Curtain,2025-04-17,2025-04-20,2025-04-21,59.06,,2.61,0,3,0
Pakistan,Karachi,L1,T53,Wash,Towel,2025-04-17,2025-04-18,2025-04-19,46.2,141.0,3.31,0,3,0
Pakistan,Lahore,L8,T25,Rent-Laundry,Tablecloth,2025-04-17,2025-04-20,2025-04-21,79.01,,,0,3,0
Pakistan,Islamabad,L2,T87,Rent-Laundry,Tablecloth,2025-04-17,2025-04-18,2025-04-20,20.8,,,0,3,0
USA,Los Angeles,L6,T99,Wash,Towel,2025-04-17,2025-04-19,2025-04-20,51.18,101.0,3.14,0,3,0
UK,Birmingham,L5,T22,Dry-clean,Uniform,2025-04-18,2025-04-19,2025-04-20,28.56,278.0,3.37,0,4,0
Pakistan,Islamabad,L4,T12,Press,Towel,2025-04-18,2025-04-20,2025-04-22,71.84,,3.56,0,4,0
Pakistan,Lahore,L2,T37,Wash,Tablecloth,2025-04-18,2025-04-21,2025-04-23,50.47,197.0,3.4,0,4,0
USA,Chicago,L6,T69,Dry-clean,Bedsheet,2025-04-18,2025-04-20,2025-04-22,99.66,235.0,1.65,0,4,0
UK,London,L9,T66,Press,Uniform,2025-04-18,2025-04-21,2025-04-22,83.06,,3.79,0,4,0
Pakistan,Islamabad,L2,T60,Press,Bedsheet,2025-04-18,2025-04-20,2025-04-22,55.18,,4.71,0,4,0
UK,Birmingham,L7,T83,Wash,Towel,2025-04-18,2025-04-21,2025-04-22,40.94,265.0,3.11,0,4,0
USA,New York,L7,T84,Press,Tablecloth,2025-04-18,2025-04-21,2025-04-22,91.11,,3.62,0,4,0
USA,Los Angeles,L1,T26,Rent-Laundry,Bedsheet,2025-04-18,2025-04-19,2025-04-21,14.9,,,0,4,0
Pakistan,Lahore,L7,T81,Wash,Curtain,2025-04-18,2025-04-19,2025-04-20,12.8,261.0,3.16,0,4,0
Pakistan,Islamabad,L2,T59,Wash,Towel,2025-04-18,2025-04-21,2025-04-22,64.06,206.0,3.2,0,4,0
Pakistan,Karachi,L5,T68,Wash,Bedsheet,2025-04-18,2025-04-21,2025-04-22,51.19,232.0,3.03,0,4,0
Pakistan,Karachi,L10,T24,Press,Curtain,2025-04-18,2025-04-21,2025-04-23,17.99,,2.68,0,4,0
USA,Los Angeles,L10,T88,Wash,Tablecloth,2025-04-18,2025-04-20,2025-04-21,25.43,220.0,2.62,0,4,0
USA,New York,L9,T5,Dry-clean,Bedsheet,2025-04-18,2025-04-19,2025-04-20,51.07,262.0,4.03,0,4,0
USA,Los Angeles,L4,T87,Rent-Laundry,Uniform,2025-04-18,2025-04-20,2025-04-22,29.65,,,0,4,0
Pakistan,Karachi,L3,T83,Wash,Tablecloth,2025-04-18,2025-04-21,2025-04-23,91.0,120.0,1.71,0,4,0
Pakistan,Islamabad,L5,T85,Rent-Laundry,Towel,2025-04-18,2025-04-20,2025-04-21,69.19,,,0,4,0
UK,London,L7,T77,Wash,Bedsheet,2025-04-18,2025-04-19,2025-04-20,51.27,163.0,1.04,0,4,0
Pakistan,Karachi,L10,T58,Dry-clean,Bedsheet,2025-04-18,2025-04-19,2025-04-21,68.41,214.0,1.0,0,4,0
UK,London,L7,T41,Wash,Uniform,2025-04-18,2025-04-19,2025-04-21,41.94,278.0,4.06,0,4,0
UK,Birmingham,L2,T90,Dry-clean,Curtain,2025-04-18,2025-04-20,2025-04-22,71.17,162.0,4.49,0,4,0
Pakistan,Karachi,L9,T70,Wash,Uniform,2025-04-18,2025-04-21,2025-04-23,99.83,163.0,3.07,0,4,0
UK,Birmingham,L7,T53,Wash,Towel,2025-04-18,2025-04-19,2025-04-20,48.51,197.0,2.61,0,4,0
UK,Birmingham,L10,T68,Dry-clean,Tablecloth,2025-04-18,2025-04-19,2025-04-20,43.55,179.0,3.27,0,4,0
UK,Birmingham,L3,T18,Press,Uniform,2025-04-18,2025-04-19,2025-04-21,26.61,,4.84,0,4,0
Pakistan,Islamabad,L3,T2,Wash,Curtain,2025-04-18,2025-04-19,2025-04-21,95.38,245.0,3.33,0,4,0
USA,New York,L6,T49,Press,Tablecloth,2025-04-18,2025-04-21,2025-04-22,62.92,,3.95,0,4,0
Pakistan,Islamabad,L4,T28,Wash,Tablecloth,2025-04-18,2025-04-21,2025-04-23,87.86,202.0,3.22,0,4,0
UK,Birmingham,L8,T58,Press,Uniform,2025-04-19,2025-04-21,2025-04-22,37.1,,1.99,0,5,1
Pakistan,Lahore,L1,T67,Rent-Laundry,Uniform,2025-04-19,2025-04-22,2025-04-23,18.61,,,0,5,1
USA,Chicago,L9,T96,Wash,Tablecloth,2025-04-19,2025-04-20,2025-04-21,99.19,203.0,1.04,0,5,1
USA,New York,L5,T39,Wash,Curtain,2025-04-19,2025-04-21,2025-04-22,85.61,285.0,3.99,0,5,1
USA,Los Angeles,L4,T5,Press,Tablecloth,2025-04-19,2025-04-20,2025-04-21,37.05,,1.07,0,5,1
Pakistan,Islamabad,L8,T42,Wash,Tablecloth,2025-04-19,2025-04-21,2025-04-22,12.99,256.0,3.16,0,5,1
Pakistan,Karachi,L7,T39,Wash,Towel,2025-04-19,2025-04-21,2025-04-22,39.66,281.0,3.6,0,5,1
USA,Chicago,L3,T30,Wash,Towel,2025-04-19,2025-04-20,2025-04-22,99.4,209.0,3.43,0,5,1
USA,Chicago,L5,T72,Rent-Laundry,Curtain,2025-04-19,2025-04-20,2025-04-21,68.41,,,0,5,1
UK,Manchester,L9,T17,Press,Bedsheet,2025-04-19,2025-04-21,2025-04-23,32.14,,4.74,0,5,1
UK,Birmingham,L7,T53,Wash,Tablecloth,2025-04-19,2025-04-21,2025-04-23,98.04,139.0,4.03,0,5,1
Pakistan,Islamabad,L5,T1,Wash,Uniform,2025-04-19,2025-04-21,2025-04-23,20.85,141.0,2.27,0,5,1
USA,Chicago,L4,T62,Press,Uniform,2025-04-19,2025-04-21,2025-04-22,11.15,,2.98,0,5,1
UK,London,L3,T10,Dry-clean,Uniform,2025-04-19,2025-04-20,2025-04-21,47.71,293.0,3.3,0,5,1
Pakistan,Lahore,L1,T19,Press,Tablecloth,2025-04-19,2025-04-22,2025-04-23,63.17,,3.06,0,5,1
USA,New York,L8,T6,Wash,Towel,2025-04-19,2025-04-21,2025-04-23,34.76,214.0,2.15,0,5,1
Pakistan,Lahore,L5,T64,Dry-clean,Curtain,2025-04-19,2025-04-22,2025-04-24,87.94,298.0,1.9,0,5,1
USA,New York,L8,T53,Wash,Tablecloth,2025-04-19,2025-04-20,2025-04-22,66.69,276.0,3.23,0,5,1
UK,London,L8,T89,Wash,Towel,2025-04-19,2025-04-22,2025-04-24,17.06,190.0,2.53,0,5,1
UK,London,L10,T10,Dry-clean,Uniform,2025-04-19,2025-04-22,2025-04-23,40.99,239.0,3.97,0,5,1
Pakistan,Islamabad,L2,T42,Press,Curtain,2025-04-19,2025-04-21,2025-04-23,74.65,,3.48,0,5,1
Pakistan,Karachi,L4,T78,Press,Curtain,2025-04-19,2025-04-20,2025-04-22,83.91,,1.01,0,5,1
UK,London,L10,T32,Press,Bedsheet,2025-04-19,2025-04-22,2025-04-24,38.7,,2.25,0,5,1
Pakistan,Karachi,L1,T98,Wash,Tablecloth,2025-04-19,2025-04-20,2025-04-21,17.33,238.0,1.1,0,5,1
USA,Chicago,L7,T51,Press,Bedsheet,2025-04-19,2025-04-20,2025-04-22,92.38,,3.18,0,5,1
UK,Birmingham,L5,T81,Rent-Laundry,Bedsheet,2025-04-19,2025-04-22,2025-04-24,58.08,,,0,5,1
USA,New York,L7,T42,Wash,Uniform,2025-04-19,2025-04-20,2025-04-22,35.42,211.0,3.84,0,5,1
USA,New York,L4,T44,Press,Towel,2025-04-19,2025-04-20,2025-04-21,93.93,,3.42,0,5,1
UK,Manchester,L5,T3,Dry-clean,Tablecloth,2025-04-20,2025-04-21,2025-04-23,53.86,229.0,3.88,0,6,1
Pakistan,Islamabad,L8,T6,Dry-clean,Bedsheet,2025-04-20,2025-04-23,2025-04-24,63.95,257.0,1.37,0,6,1
Pakistan,Islamabad,L5,T29,Wash,Towel,2025-04-20,2025-04-23,2025-04-24,82.97,196.0,1.4,0,6,1
UK,Birmingham,L5,T71,Wash,Bedsheet,2025-04-20,2025-04-22,2025-04-23,82.03,161.0,1.75,0,6,1
USA,New York,L10,T84,Dry-clean,Uniform,2025-04-20,2025-04-22,2025-04-23,23.21,180.0,1.9,0,6,1
UK,Birmingham,L1,T61,Dry-clean,Uniform,2025-04-20,2025-04-22,2025-04-24,36.66,285.0,3.79,0,6,1
USA,Chicago,L3,T82,Press,Bedsheet,2025-04-20,2025-04-22,2025-04-23,36.03,,3.98,0,6,1
Pakistan,Islamabad,L6,T94,Wash,Uniform,2025-04-20,2025-04-22,2025-04-24,82.35,204.0,1.53,0,6,1
UK,London,L4,T42,Press,Tablecloth,2025-04-20,2025-04-22,2025-04-23,42.7,,4.9,0,6,1
USA,Chicago,L7,T10,Press,Uniform,2025-04-20,2025-04-21,2025-04-22,43.66,,4.25,0,6,1
UK,London,L4,T50,Dry-clean,Bedsheet,2025-04-20,2025-04-22,2025-04-23,45.4,110.0,2.58,0,6,1
USA,Los Angeles,L1,T48,Wash,Tablecloth,2025-04-20,2025-04-23,2025-04-24,68.23,209.0,2.06,0,6,1
USA,Chicago,L9,T76,Wash,Towel,2025-04-20,2025-04-23,2025-04-24,63.31,142.0,1.23,0,6,1
Pakistan,Lahore,L1,T19,Wash,Bedsheet,2025-04-20,2025-04-23,2025-04-25,40.51,276.0,1.8,0,6,1
UK,Manchester,L10,T60,Press,Uniform,2025-04-20,2025-04-21,2025-04-22,61.7,,4.3,0,6,1
UK,London,L1,T80,Press,Curtain,2025-04-20,2025-04-21,2025-04-22,87.67,,2.85,0,6,1
UK,Manchester,L6,T33,Press,Tablecloth,2025-04-21,2025-04-22,2025-04-23,38.71,,3.99,0,0,0
Pakistan,Karachi,L5,T43,Wash,Bedsheet,2025-04-21,2025-04-22,2025-04-23,66.76,130.0,3.87,0,0,0
Pakistan,Karachi,L6,T81,Wash,Towel,2025-04-21,2025-04-23,2025-04-25,78.59,201.0,4.92,0,0,0
USA,New York,L10,T88,Wash,Bedsheet,2025-04-21,2025-04-23,2025-04-25,14.71,279.0,2.63,0,0,0
USA,New York,L7,T14,Press,Towel,2025-04-21,2025-04-23,2025-04-25,12.74,,1.04,0,0,0
UK,Birmingham,L3,T97,Dry-clean,Curtain,2025-04-21,2025-04-22,2025-04-23,27.71,116.0,2.46,0,0,0
UK,London,L2,T48,Rent-Laundry,Bedsheet,2025-04-21,2025-04-22,2025-04-24,30.74,,,0,0,0
Pakistan,Islamabad,L2,T55,Dry-clean,Bedsheet,2025-04-21,2025-04-23,2025-04-25,14.86,234.0,2.76,0,0,0
USA,Los Angeles,L3,T23,Wash,Bedsheet,2025-04-21,2025-04-22,2025-04-23,63.17,178.0,2.77,0,0,0
UK,London,L7,T34,Press,Uniform,2025-04-21,2025-04-22,2025-04-23,71.2,,2.28,0,0,0
UK,Birmingham,L1,T41,Press,Bedsheet,2025-04-22,2025-04-25,2025-04-26,78.26,,4.73,0,1,0
Pakistan,Islamabad,L9,T51,Dry-clean,Uniform,2025-04-22,2025-04-25,2025-04-27,62.27,209.0,2.32,0,1,0
USA,Chicago,L4,T25,Press,Tablecloth,2025-04-22,2025-04-24,2025-04-26,66.45,,3.24,0,1,0
UK,Birmingham,L1,T48,Press,Bedsheet,2025-04-22,2025-04-23,2025-04-24,99.44,,3.78,0,1,0
UK,Birmingham,L2,T70,Wash,Bedsheet,2025-04-22,2025-04-25,2025-04-26,60.73,141.0,1.1,0,1,0
UK,Manchester,L8,T31,Wash,Towel,2025-04-22,2025-04-25,2025-04-27,29.14,274.0,1.53,0,1,0
Pakistan,Karachi,L5,T34,Wash,Tablecloth,2025-04-22,2025-04-23,2025-04-25,31.61,141.0,4.26,0,1,0
UK,Manchester,L10,T76,Press,Uniform,2025-04-22,2025-04-23,2025-04-25,52.61,,1.95,0,1,0
Pakistan,Lahore,L4,T93,Dry-clean,Uniform,2025-04-22,2025-04-25,2025-04-26,14.21,161.0,3.74,0,1,0
USA,Chicago,L2,T33,Press,Bedsheet,2025-04-22,2025-04-23,2025-04-25,65.52,,1.91,0,1,0
USA,Chicago,L5,T38,Wash,Uniform,2025-04-22,2025-04-24,2025-04-25,64.42,234.0,1.6,0,1,0
Pakistan,Lahore,L8,T43,Press,Bedsheet,2025-04-22,2025-04-24,2025-04-26,72.1,,1.51,0,1,0
UK,London,L8,T42,Dry-clean,Tablecloth,2025-04-22,2025-04-25,2025-04-26,28.16,156.0,1.5,0,1,0
USA,Chicago,L7,T37,Rent-Laundry,Towel,2025-04-22,2025-04-25,2025-04-26,26.59,,,0,1,0
UK,Birmingham,L3,T17,Dry-clean,Curtain,2025-04-22,2025-04-24,2025-04-25,28.34,119.0,2.66,0,1,0
Pakistan,Islamabad,L1,T51,Dry-clean,Uniform,2025-04-23,2025-04-26,2025-04-28,12.54,213.0,1.01,0,2,0
Pakistan,Karachi,L1,T31,Wash,Bedsheet,2025-04-23,2025-04-25,2025-04-27,25.25,228.0,4.18,0,2,0
USA,Chicago,L5,T11,Press,Bedsheet,2025-04-23,2025-04-26,2025-04-28,81.2,,2.19,0,2,0
USA,New York,L8,T35,Wash,Curtain,2025-04-23,2025-04-25,2025-04-27,55.57,209.0,2.81,0,2,0
USA,Los Angeles,L10,T1,Press,Curtain,2025-04-23,2025-04-24,2025-04-25,85.85,,1.98,0,2,0
UK,London,L9,T85,Rent-Laundry,Curtain,2025-04-23,2025-04-25,2025-04-27,75.6,,,0,2,0
UK,Birmingham,L8,T35,Wash,Curtain,2025-04-23,2025-04-26,2025-04-27,19.4,155.0,4.92,0,2,0
Pakistan,Islamabad,L8,T96,Dry-clean,Tablecloth,2025-04-23,2025-04-26,2025-04-28,85.79,253.0,4.16,0,2,0
UK,Birmingham,L9,T55,Wash,Tablecloth,2025-04-23,2025-04-25,2025-04-27,11.28,172.0,3.39,0,2,0
Pakistan,Lahore,L3,T54,Press,Curtain,2025-04-23,2025-04-25,2025-04-26,21.48,,3.98,0,2,0
Pakistan,Karachi,L7,T13,Wash,Towel,2025-04-23,2025-04-26,2025-04-27,69.45,126.0,2.32,0,2,0
UK,Birmingham,L6,T30,Wash,Bedsheet,2025-04-23,2025-04-26,2025-04-27,26.42,215.0,2.75,0,2,0
Pakistan,Lahore,L3,T25,Press,Tablecloth,2025-04-23,2025-04-26,2025-04-28,94.51,,2.2,0,2,0
Pakistan,Lahore,L6,T51,Press,Tablecloth,2025-04-23,2025-04-26,2025-04-28,15.78,,3.05,0,2,0
Pakistan,Islamabad,L3,T17,Wash,Tablecloth,2025-04-23,2025-04-26,2025-04-28,15.2,268.0,3.19,0,2,0
UK,London,L7,T67,Wash,Bedsheet,2025-04-24,2025-04-27,2025-04-28,72.81,165.0,3.3,0,3,0
UK,Manchester,L5,T60,Press,Tablecloth,2025-04-24,2025-04-27,2025-04-29,45.23,,4.01,0,3,0
UK,Birmingham,L7,T88,Dry-clean,Uniform,2025-04-24,2025-04-27,2025-04-29,27.35,273.0,3.17,0,3,0
USA,Chicago,L8,T20,Wash,Bedsheet,2025-04-24,2025-04-25,2025-04-26,61.65,136.0,2.67,0,3,0
UK,Manchester,L3,T1,Wash,Uniform,2025-04-24,2025-04-26,2025-04-28,75.92,275.0,3.03,0,3,0
UK,Manchester,L8,T86,Rent-Laundry,Curtain,2025-04-24,2025-04-26,2025-04-28,77.64,,,0,3,0
UK,Manchester,L6,T13,Rent-Laundry,Towel,2025-04-24,2025-04-26,2025-04-28,48.79,,,0,3,0
USA,New York,L1,T50,Dry-clean,Uniform,2025-04-24,2025-04-27,2025-04-29,82.75,133.0,2.16,0,3,0
USA,Los Angeles,L2,T54,Wash,Uniform,2025-04-24,2025-04-26,2025-04-27,23.85,165.0,4.45,0,3,0
UK,London,L9,T76,Press,Uniform,2025-04-24,2025-04-25,2025-04-26,82.15,,4.33,0,3,0
USA,Chicago,L7,T69,Rent-Laundry,Bedsheet,2025-04-24,2025-04-27,2025-04-28,85.28,,,0,3,0
